Date,Symbol,Finra Symbol,Open,High,Low,Close,Volume,Short Interest (%),PE Ratio
2020-07-15,LMND,0P0001K7GY,80.8499984741211,81.0,72.5,74.16999816894531,1393200.0,1.7179,0
2020-07-16,LMND,0P0001K7GY,72.25,80.75,72.02999877929688,79.29000091552734,1450700.0,1.7179,0
2020-07-17,LMND,0P0001K7GY,78.0,88.0,76.13999938964844,85.88999938964844,2046800.0,1.7179,0
2020-07-20,LMND,0P0001K7GY,86.33999633789062,87.0,82.0,84.23999786376953,952900.0,1.7179,0
2020-07-21,LMND,0P0001K7GY,84.68000030517578,85.19999694824219,80.54499816894531,80.8499984741211,510400.0,1.7179,0
2020-07-22,LMND,0P0001K7GY,80.16999816894531,81.9000015258789,77.0,78.5,626300.0,1.7179,0
2020-07-23,LMND,0P0001K7GY,78.94999694824219,86.88999938964844,78.61000061035156,82.16000366210938,1664600.0,1.7179,0
2020-07-24,LMND,0P0001K7GY,78.80000305175781,82.75499725341797,75.5,77.97000122070312,1167500.0,1.7179,0
2020-07-27,LMND,0P0001K7GY,74.94000244140625,75.9000015258789,71.05000305175781,73.0,2084100.0,1.7179,0
2020-07-28,LMND,0P0001K7GY,72.41999816894531,73.5,66.38999938964844,66.43000030517578,1492700.0,1.7179,0
2020-07-29,LMND,0P0001K7GY,68.16000366210938,70.5,66.80999755859375,69.05000305175781,975700.0,1.7179,0
2020-07-30,LMND,0P0001K7GY,67.80999755859375,68.54000091552734,65.0,65.0999984741211,852700.0,1.7179,0
2020-07-31,LMND,0P0001K7GY,67.1500015258789,67.47000122070312,57.52000045776367,58.18000030517578,1875100.0,4.7124,0
2020-08-03,LMND,0P0001K7GY,59.709999084472656,61.18000030517578,56.70000076293945,56.86000061035156,1610700.0,4.7124,0
2020-08-04,LMND,0P0001K7GY,57.0,62.38999938964844,57.0,61.13999938964844,1495700.0,4.7124,0
2020-08-05,LMND,0P0001K7GY,61.77000045776367,64.94999694824219,59.27000045776367,64.4800033569336,1129700.0,4.7124,0
2020-08-06,LMND,0P0001K7GY,65.68000030517578,69.87999725341797,64.5999984741211,68.69999694824219,1154200.0,4.7124,0
2020-08-07,LMND,0P0001K7GY,68.56999969482422,69.02400207519531,65.56999969482422,66.83999633789062,657000.0,4.7124,0
2020-08-10,LMND,0P0001K7GY,67.91000366210938,68.76000213623047,63.59000015258789,67.41000366210938,890900.0,4.7124,0
2020-08-11,LMND,0P0001K7GY,67.41000366210938,67.54000091552734,62.75,62.75,992500.0,4.7124,0
2020-08-12,LMND,0P0001K7GY,58.0,63.5,57.099998474121094,60.66999816894531,1888100.0,4.7124,0
2020-08-13,LMND,0P0001K7GY,60.54999923706055,62.470001220703125,58.25,59.2599983215332,1007400.0,4.7124,0
2020-08-14,LMND,0P0001K7GY,59.470001220703125,63.81999969482422,59.470001220703125,63.220001220703125,1062800.0,6.8625,0
2020-08-17,LMND,0P0001K7GY,63.0,63.279998779296875,60.27000045776367,61.47999954223633,695900.0,6.8625,0
2020-08-18,LMND,0P0001K7GY,61.400001525878906,62.880001068115234,60.5,61.790000915527344,484000.0,6.8625,0
2020-08-19,LMND,0P0001K7GY,62.0,62.33000183105469,60.79999923706055,61.70000076293945,357600.0,6.8625,0
2020-08-20,LMND,0P0001K7GY,61.060001373291016,61.70000076293945,59.65999984741211,59.86000061035156,519700.0,6.8625,0
2020-08-21,LMND,0P0001K7GY,60.0,60.650001525878906,59.52000045776367,60.20000076293945,423900.0,6.8625,0
2020-08-24,LMND,0P0001K7GY,60.650001525878906,66.36000061035156,60.650001525878906,66.0,1713100.0,6.8625,0
2020-08-25,LMND,0P0001K7GY,65.72000122070312,66.0,60.18000030517578,61.0099983215332,1644500.0,6.8625,0
2020-08-26,LMND,0P0001K7GY,61.45000076293945,62.97999954223633,60.209999084472656,61.130001068115234,1165800.0,6.8625,0
2020-08-27,LMND,0P0001K7GY,62.20000076293945,62.65999984741211,58.189998626708984,58.38999938964844,1294400.0,6.8625,0
2020-08-28,LMND,0P0001K7GY,59.400001525878906,61.689998626708984,57.880001068115234,58.18000030517578,1180000.0,6.8625,0
2020-08-31,LMND,0P0001K7GY,58.25,59.20000076293945,57.290000915527344,58.70000076293945,866400.0,7.9036,0
2020-09-01,LMND,0P0001K7GY,59.06999969482422,59.209999084472656,55.5,56.189998626708984,1303900.0,7.9036,0
2020-09-02,LMND,0P0001K7GY,56.38999938964844,57.25,52.724998474121094,54.70000076293945,1905800.0,7.9036,0
2020-09-03,LMND,0P0001K7GY,54.20000076293945,54.20000076293945,50.0,50.83000183105469,1656200.0,7.9036,0
2020-09-04,LMND,0P0001K7GY,50.72999954223633,51.959999084472656,44.11000061035156,47.27000045776367,2906900.0,7.9036,0
2020-09-08,LMND,0P0001K7GY,46.380001068115234,49.34000015258789,44.904998779296875,47.18000030517578,1112500.0,7.9036,0
2020-09-09,LMND,0P0001K7GY,48.4900016784668,51.290000915527344,48.25,50.18000030517578,1095600.0,7.9036,0
2020-09-10,LMND,0P0001K7GY,51.5,54.75,50.900001525878906,52.400001525878906,963000.0,7.9036,0
2020-09-11,LMND,0P0001K7GY,52.689998626708984,52.8650016784668,49.900001525878906,50.119998931884766,704000.0,7.9036,0
2020-09-14,LMND,0P0001K7GY,50.900001525878906,51.255001068115234,47.39500045776367,48.709999084472656,1125000.0,7.9036,0
2020-09-15,LMND,0P0001K7GY,49.5,49.66999816894531,46.744998931884766,47.150001525878906,890600.0,12.8296,0
2020-09-16,LMND,0P0001K7GY,47.310001373291016,49.4900016784668,47.25,48.650001525878906,919500.0,12.8296,0
2020-09-17,LMND,0P0001K7GY,47.20000076293945,52.06999969482422,47.189998626708984,51.880001068115234,1174900.0,12.8296,0
2020-09-18,LMND,0P0001K7GY,51.90999984741211,56.40999984741211,51.20000076293945,55.2400016784668,2947900.0,12.8296,0
2020-09-21,LMND,0P0001K7GY,53.310001373291016,54.5,50.36000061035156,52.93000030517578,1410000.0,12.8296,0
2020-09-22,LMND,0P0001K7GY,52.43000030517578,54.29999923706055,50.70000076293945,54.06999969482422,588600.0,12.8296,0
2020-09-23,LMND,0P0001K7GY,54.29999923706055,56.9900016784668,49.54999923706055,49.869998931884766,997200.0,12.8296,0
2020-09-24,LMND,0P0001K7GY,48.79999923706055,50.810001373291016,47.310001373291016,47.97999954223633,841400.0,12.8296,0
2020-09-25,LMND,0P0001K7GY,48.0,51.029998779296875,48.0,50.93000030517578,482500.0,12.8296,0
2020-09-28,LMND,0P0001K7GY,52.0,52.29999923706055,50.20000076293945,51.25,418400.0,12.8296,0
2020-09-29,LMND,0P0001K7GY,50.5,50.939998626708984,48.560001373291016,49.61000061035156,742100.0,12.8296,0
2020-09-30,LMND,0P0001K7GY,49.29999923706055,51.529998779296875,49.29999923706055,49.720001220703125,614500.0,17.4915,0
2020-10-01,LMND,0P0001K7GY,50.2599983215332,52.22999954223633,48.400001525878906,51.459999084472656,904800.0,17.4915,0
2020-10-02,LMND,0P0001K7GY,49.5,53.40999984741211,49.2400016784668,51.58000183105469,1098100.0,17.4915,0
2020-10-05,LMND,0P0001K7GY,53.02000045776367,54.75,52.7599983215332,54.0,590800.0,17.4915,0
2020-10-06,LMND,0P0001K7GY,54.7599983215332,55.38999938964844,51.70000076293945,52.439998626708984,552900.0,17.4915,0
2020-10-07,LMND,0P0001K7GY,53.130001068115234,54.900001525878906,53.130001068115234,53.599998474121094,423300.0,17.4915,0
2020-10-08,LMND,0P0001K7GY,54.70000076293945,60.119998931884766,54.5099983215332,60.099998474121094,1547300.0,17.4915,0
2020-10-09,LMND,0P0001K7GY,60.11000061035156,68.19000244140625,58.54999923706055,67.80999755859375,2353900.0,17.4915,0
2020-10-12,LMND,0P0001K7GY,67.80999755859375,68.98999786376953,63.0099983215332,66.16999816894531,1408100.0,17.4915,0
2020-10-13,LMND,0P0001K7GY,65.0199966430664,68.73999786376953,64.0,66.7300033569336,756400.0,17.4915,0
2020-10-14,LMND,0P0001K7GY,67.0,72.55000305175781,65.66999816894531,68.0,1478500.0,17.4915,0
2020-10-15,LMND,0P0001K7GY,64.0199966430664,65.62000274658203,61.2400016784668,62.40999984741211,1847200.0,16.0562,0
2020-10-16,LMND,0P0001K7GY,63.310001373291016,63.63999938964844,58.720001220703125,58.9900016784668,1118900.0,16.0562,0
2020-10-19,LMND,0P0001K7GY,59.34000015258789,60.959999084472656,58.5099983215332,58.95000076293945,636700.0,16.0562,0
2020-10-20,LMND,0P0001K7GY,59.93000030517578,60.73500061035156,58.5,58.58000183105469,484900.0,16.0562,0
2020-10-21,LMND,0P0001K7GY,59.060001373291016,59.59000015258789,56.7599983215332,57.97999954223633,604100.0,16.0562,0
2020-10-22,LMND,0P0001K7GY,57.93000030517578,58.63999938964844,52.321998596191406,52.529998779296875,1420100.0,16.0562,0
2020-10-23,LMND,0P0001K7GY,53.77000045776367,53.869998931884766,50.0,51.09000015258789,1417600.0,16.0562,0
2020-10-26,LMND,0P0001K7GY,50.54999923706055,52.279998779296875,48.939998626708984,51.189998626708984,1125500.0,16.0562,0
2020-10-27,LMND,0P0001K7GY,51.63999938964844,51.88999938964844,49.79999923706055,50.72999954223633,448100.0,16.0562,0
2020-10-28,LMND,0P0001K7GY,48.900001525878906,50.20000076293945,48.0,49.130001068115234,893300.0,16.0562,0
2020-10-29,LMND,0P0001K7GY,49.540000915527344,49.91600036621094,46.60100173950195,46.900001525878906,1109300.0,16.0562,0
2020-10-30,LMND,0P0001K7GY,47.689998626708984,51.14799880981445,47.09000015258789,50.290000915527344,986300.0,20.6703,0
2020-11-02,LMND,0P0001K7GY,52.4900016784668,54.02000045776367,51.0099983215332,52.959999084472656,908600.0,20.6703,0
2020-11-03,LMND,0P0001K7GY,53.4900016784668,59.279998779296875,53.4900016784668,58.400001525878906,1063500.0,20.6703,0
2020-11-04,LMND,0P0001K7GY,58.970001220703125,60.83000183105469,56.650001525878906,59.70000076293945,638600.0,20.6703,0
2020-11-05,LMND,0P0001K7GY,60.5099983215332,64.19999694824219,60.5,63.95000076293945,656600.0,20.6703,0
2020-11-06,LMND,0P0001K7GY,63.0,63.16999816894531,59.073001861572266,61.369998931884766,853700.0,20.6703,0
2020-11-09,LMND,0P0001K7GY,65.12999725341797,66.66000366210938,62.0,65.62000274658203,1059600.0,20.6703,0
2020-11-10,LMND,0P0001K7GY,65.0,68.63999938964844,60.119998931884766,65.91999816894531,1316000.0,20.6703,0
2020-11-11,LMND,0P0001K7GY,64.98999786376953,65.30000305175781,57.79999923706055,57.900001525878906,2283300.0,20.6703,0
2020-11-12,LMND,0P0001K7GY,60.93000030517578,60.93000030517578,55.25,56.0,2246800.0,20.6703,0
