Date,Symbol,Finra Symbol,Open,High,Low,Close,Volume,Short Interest (%),PE Ratio,Squeeze
2020-05-18,SPCE,0P0001BP51,16.700000762939453,16.799999237060547,15.899999618530272,16.0,8630300.0,55.7925,0,True
2020-05-19,SPCE,0P0001BP51,16.010000228881836,16.43000030517578,15.619999885559082,15.869999885559082,6688500.0,55.7925,0,True
2020-05-20,SPCE,0P0001BP51,15.239999771118164,15.579999923706056,14.8100004196167,14.859999656677246,20259900.0,55.7925,0,True
2020-05-21,SPCE,0P0001BP51,15.050000190734863,15.279999732971191,14.600000381469728,14.710000038146973,9460000.0,55.7925,0,True
2020-05-22,SPCE,0P0001BP51,14.960000038146973,15.920000076293944,14.619999885559082,15.739999771118164,13411300.0,55.7925,0,True
2020-05-26,SPCE,0P0001BP51,16.15999984741211,16.850000381469727,15.420000076293944,16.329999923706055,16161000.0,55.7925,0,True
2020-05-27,SPCE,0P0001BP51,17.010000228881836,17.739999771118164,16.049999237060547,17.520000457763672,20927300.0,55.7925,0,True
2020-05-28,SPCE,0P0001BP51,17.0,17.25,16.299999237060547,16.469999313354492,9844800.0,55.7925,0,True
2020-05-29,SPCE,0P0001BP51,16.40999984741211,17.190000534057617,16.299999237060547,17.040000915527344,10592500.0,59.4499,0,True
2020-06-01,SPCE,0P0001BP51,18.36000061035156,18.700000762939453,17.260000228881836,17.520000457763672,22556000.0,59.4499,0,True
2020-06-02,SPCE,0P0001BP51,16.889999389648438,16.889999389648438,15.760000228881836,15.81999969482422,24364000.0,59.4499,0,True
2020-06-03,SPCE,0P0001BP51,15.350000381469728,16.790000915527344,15.199999809265137,16.389999389648438,29900100.0,59.4499,0,True
2020-06-04,SPCE,0P0001BP51,16.209999084472656,16.440000534057617,15.760000228881836,15.859999656677246,13581300.0,59.4499,0,True
2020-06-05,SPCE,0P0001BP51,16.209999084472656,16.270000457763672,15.65999984741211,15.770000457763672,13186300.0,59.4499,0,True
2020-06-08,SPCE,0P0001BP51,16.139999389648438,17.3700008392334,16.0,17.290000915527344,21345200.0,59.4499,0,True
2020-06-09,SPCE,0P0001BP51,17.25,17.290000915527344,16.280000686645508,16.639999389648438,11087100.0,59.4499,0,True
2020-06-10,SPCE,0P0001BP51,16.670000076293945,16.788999557495117,15.859999656677246,16.15999984741211,9996400.0,59.4499,0,True
2020-06-11,SPCE,0P0001BP51,15.239999771118164,15.65999984741211,14.300000190734863,14.460000038146973,17517000.0,59.4499,0,True
2020-06-12,SPCE,0P0001BP51,15.130000114440918,15.239999771118164,14.3100004196167,14.989999771118164,11460700.0,59.4499,0,True
2020-06-15,SPCE,0P0001BP51,14.449999809265137,15.53499984741211,14.210000038146973,15.31999969482422,10350200.0,66.9225,0,True
2020-06-16,SPCE,0P0001BP51,16.020000457763672,16.079999923706055,15.06999969482422,15.350000381469728,8624800.0,66.9225,0,True
2020-06-17,SPCE,0P0001BP51,15.279999732971191,15.729999542236328,14.920000076293944,14.979999542236328,6967200.0,66.9225,0,True
2020-06-18,SPCE,0P0001BP51,14.920000076293944,15.454999923706056,14.770000457763672,15.199999809265137,7122200.0,66.9225,0,True
2020-06-19,SPCE,0P0001BP51,15.300000190734863,15.670000076293944,14.9399995803833,15.0,14733000.0,66.9225,0,True
2020-06-22,SPCE,0P0001BP51,17.700000762939453,17.700000762939453,16.1200008392334,17.389999389648438,52757800.0,66.9225,0,True
2020-06-23,SPCE,0P0001BP51,17.450000762939453,17.579999923706055,16.399999618530273,16.450000762939453,19659200.0,66.9225,0,True
2020-06-24,SPCE,0P0001BP51,16.239999771118164,16.610000610351562,15.300000190734863,15.5,13212300.0,66.9225,0,True
2020-06-25,SPCE,0P0001BP51,15.699999809265137,15.829999923706056,15.020000457763672,15.25,14516000.0,66.9225,0,True
2020-06-26,SPCE,0P0001BP51,16.100000381469727,16.100000381469727,15.079999923706056,15.550000190734863,20173000.0,66.9225,0,True
2020-06-29,SPCE,0P0001BP51,15.399999618530272,15.59000015258789,14.649999618530272,15.420000076293944,12930400.0,66.9225,0,True
2020-06-30,SPCE,0P0001BP51,15.210000038146973,16.399999618530273,14.949999809265137,16.34000015258789,13985600.0,92.336,0,True
2020-07-01,SPCE,0P0001BP51,16.700000762939453,16.889999389648438,15.859999656677246,16.700000762939453,14961000.0,92.336,0,True
2020-07-02,SPCE,0P0001BP51,16.780000686645508,17.34000015258789,16.170000076293945,16.25,11767900.0,92.336,0,True
2020-07-06,SPCE,0P0001BP51,16.579999923706055,17.09000015258789,16.049999237060547,16.950000762939453,13901500.0,92.336,0,True
2020-07-07,SPCE,0P0001BP51,16.6299991607666,16.84000015258789,16.150999069213867,16.549999237060547,8204000.0,92.336,0,True
2020-07-08,SPCE,0P0001BP51,16.610000610351562,16.81999969482422,16.200000762939453,16.790000915527344,8722600.0,92.336,0,True
2020-07-09,SPCE,0P0001BP51,17.100000381469727,19.489999771118164,17.079999923706055,19.459999084472656,51497900.0,92.336,0,True
2020-07-10,SPCE,0P0001BP51,19.31999969482422,19.979999542236328,18.270000457763672,19.25,27769000.0,92.336,0,True
2020-07-13,SPCE,0P0001BP51,19.549999237060547,20.989999771118164,17.711999893188477,18.100000381469727,36017700.0,92.336,0,True
2020-07-14,SPCE,0P0001BP51,18.11100006103516,18.61000061035156,17.049999237060547,18.43000030517578,15802600.0,92.336,0,True
2020-07-15,SPCE,0P0001BP51,18.96999931335449,19.13999938964844,18.059999465942383,18.549999237060547,11649800.0,86.5203,0,True
2020-07-16,SPCE,0P0001BP51,19.459999084472656,22.200000762939453,19.06999969482422,21.06999969482422,52787800.0,86.5203,0,True
2020-07-17,SPCE,0P0001BP51,22.790000915527344,24.777999877929688,22.26000022888184,24.049999237060547,54581700.0,86.5203,0,True
2020-07-20,SPCE,0P0001BP51,23.76000022888184,23.8700008392334,22.0,22.979999542236328,20750000.0,86.5203,0,True
2020-07-21,SPCE,0P0001BP51,23.1200008392334,26.31999969482422,22.950000762939453,24.93000030517578,40090800.0,86.5203,0,True
2020-07-22,SPCE,0P0001BP51,24.530000686645508,26.530000686645508,24.5,25.540000915527344,26802900.0,86.5203,0,True
2020-07-23,SPCE,0P0001BP51,26.1299991607666,27.549999237060547,23.809999465942383,25.149999618530277,39294600.0,86.5203,0,True
2020-07-24,SPCE,0P0001BP51,24.0,24.850000381469727,23.100000381469727,24.309999465942383,20508300.0,86.5203,0,True
2020-07-27,SPCE,0P0001BP51,25.020000457763672,25.68000030517578,23.770000457763672,24.920000076293945,17168400.0,86.5203,0,True
2020-07-28,SPCE,0P0001BP51,25.200000762939453,25.799999237060547,23.600000381469727,23.86000061035156,23162600.0,86.5203,0,True
2020-07-29,SPCE,0P0001BP51,23.690000534057617,24.280000686645508,22.6299991607666,22.96999931335449,14253900.0,86.5203,0,True
2020-07-30,SPCE,0P0001BP51,22.200000762939453,23.399999618530277,21.90999984741211,22.8799991607666,9228700.0,86.5203,0,True
2020-07-31,SPCE,0P0001BP51,23.170000076293945,23.399999618530277,22.07999992370605,22.450000762939453,7146700.0,82.9165,0,True
2020-08-03,SPCE,0P0001BP51,23.649999618530277,24.299999237060547,22.65999984741211,24.020000457763672,22211800.0,82.9165,0,True
2020-08-04,SPCE,0P0001BP51,21.75,22.18000030517578,20.68000030517578,20.71999931335449,23459200.0,82.9165,0,True
2020-08-05,SPCE,0P0001BP51,20.09000015258789,20.68000030517578,19.309999465942383,20.149999618530277,17009900.0,82.9165,0,True
2020-08-06,SPCE,0P0001BP51,19.799999237060547,20.0,19.049999237060547,19.34000015258789,22158700.0,82.9165,0,True
2020-08-07,SPCE,0P0001BP51,19.06999969482422,19.299999237060547,18.1299991607666,18.25,19626000.0,82.9165,0,True
2020-08-10,SPCE,0P0001BP51,18.46999931335449,19.520000457763672,18.420000076293945,19.229999542236328,12463800.0,82.9165,0,True
2020-08-11,SPCE,0P0001BP51,19.549999237060547,19.670000076293945,18.13999938964844,18.280000686645508,10638800.0,82.9165,0,True
2020-08-12,SPCE,0P0001BP51,18.34000015258789,18.440000534057617,17.809999465942383,18.15999984741211,8561300.0,82.9165,0,True
2020-08-13,SPCE,0P0001BP51,18.200000762939453,19.479999542236328,18.020000457763672,18.770000457763672,15602700.0,82.9165,0,True
2020-08-14,SPCE,0P0001BP51,18.8700008392334,19.09000015258789,18.280000686645508,18.549999237060547,7924600.0,50.9256,0,True
2020-08-17,SPCE,0P0001BP51,18.68000030517578,18.729999542236328,17.239999771118164,18.170000076293945,15575500.0,50.9256,0,True
2020-08-18,SPCE,0P0001BP51,18.040000915527344,18.3700008392334,17.479999542236328,17.729999542236328,9919500.0,50.9256,0,True
2020-08-19,SPCE,0P0001BP51,17.739999771118164,18.18000030517578,17.5,17.530000686645508,7690400.0,50.9256,0,True
2020-08-20,SPCE,0P0001BP51,17.5,17.610000610351562,16.860000610351562,17.309999465942383,11040200.0,50.9256,0,True
2020-08-21,SPCE,0P0001BP51,17.25,17.600000381469727,16.770000457763672,16.8700008392334,8947400.0,50.9256,0,True
2020-08-24,SPCE,0P0001BP51,17.0,17.700000762939453,16.722000122070312,17.6299991607666,9519800.0,50.9256,0,True
2020-08-25,SPCE,0P0001BP51,17.790000915527344,17.84000015258789,17.1299991607666,17.489999771118164,6591700.0,50.9256,0,True
2020-08-26,SPCE,0P0001BP51,17.479999542236328,18.5,17.229999542236328,17.34000015258789,13363000.0,50.9256,0,True
2020-08-27,SPCE,0P0001BP51,17.579999923706055,17.649999618530273,16.850000381469727,17.280000686645508,8927300.0,50.9256,0,True
2020-08-28,SPCE,0P0001BP51,17.350000381469727,17.559999465942383,17.110000610351562,17.459999084472656,4995300.0,50.9256,0,True
2020-08-31,SPCE,0P0001BP51,18.1299991607666,18.26000022888184,17.43000030517578,17.899999618530273,12781400.0,52.2115,0,True
2020-09-01,SPCE,0P0001BP51,17.889999389648438,17.920000076293945,17.329999923706055,17.40999984741211,9072700.0,52.2115,0,True
2020-09-02,SPCE,0P0001BP51,17.5,17.540000915527344,16.329999923706055,17.100000381469727,13413700.0,52.2115,0,True
2020-09-03,SPCE,0P0001BP51,16.6299991607666,17.190000534057617,16.219999313354492,16.530000686645508,12317800.0,52.2115,0,True
2020-09-04,SPCE,0P0001BP51,16.56999969482422,16.889999389648438,14.859999656677246,15.920000076293944,15028500.0,52.2115,0,True
2020-09-08,SPCE,0P0001BP51,16.389999389648438,18.25,16.0,17.399999618530273,20267100.0,52.2115,0,True
2020-09-09,SPCE,0P0001BP51,18.18000030517578,18.70499992370605,17.1200008392334,17.709999084472656,20204500.0,52.2115,0,True
2020-09-10,SPCE,0P0001BP51,17.84000015258789,18.459999084472656,17.290000915527344,17.450000762939453,12749800.0,52.2115,0,True
2020-09-11,SPCE,0P0001BP51,17.450000762939453,17.600000381469727,16.329999923706055,16.559999465942383,12764700.0,52.2115,0,True
2020-09-14,SPCE,0P0001BP51,16.799999237060547,17.4689998626709,16.6200008392334,17.389999389648438,7629600.0,52.2115,0,True
2020-09-15,SPCE,0P0001BP51,17.479999542236328,18.07999992370605,17.170000076293945,17.700000762939453,8909100.0,61.3895,0,True
2020-09-16,SPCE,0P0001BP51,17.530000686645508,17.790000915527344,17.280000686645508,17.40999984741211,6720800.0,61.3895,0,True
2020-09-17,SPCE,0P0001BP51,17.0,17.31999969482422,16.719999313354492,17.18000030517578,7316200.0,61.3895,0,True
2020-09-18,SPCE,0P0001BP51,17.219999313354492,17.3799991607666,16.815000534057617,17.209999084472656,8275800.0,61.3895,0,True
2020-09-21,SPCE,0P0001BP51,16.760000228881836,16.98699951171875,15.895000457763672,16.479999542236328,10817400.0,61.3895,0,True
2020-09-22,SPCE,0P0001BP51,16.489999771118164,16.610000610351562,16.1200008392334,16.469999313354492,6971900.0,61.3895,0,True
2020-09-23,SPCE,0P0001BP51,16.440000534057617,16.690000534057617,15.539999961853027,15.729999542236328,9965100.0,61.3895,0,True
2020-09-24,SPCE,0P0001BP51,15.5,16.34000015258789,14.920000076293944,15.920000076293944,11891000.0,61.3895,0,True
2020-09-25,SPCE,0P0001BP51,15.970000267028809,16.469999313354492,15.869999885559082,16.43000030517578,5428500.0,61.3895,0,True
2020-09-28,SPCE,0P0001BP51,18.290000915527344,20.780000686645508,18.100000381469727,20.51000022888184,54571700.0,61.3895,0,True
2020-09-29,SPCE,0P0001BP51,20.690000534057617,20.979999542236328,19.59000015258789,20.440000534057617,32224600.0,61.3895,0,True
2020-09-30,SPCE,0P0001BP51,20.059999465942383,20.850000381469727,18.959999084472656,19.229999542236328,19632200.0,66.1621,0,True
2020-10-01,SPCE,0P0001BP51,19.25,20.3700008392334,19.149999618530277,20.170000076293945,13913900.0,66.1621,0,True
2020-10-02,SPCE,0P0001BP51,19.06999969482422,20.90999984741211,18.81999969482422,20.770000457763672,19567400.0,66.1621,0,True
2020-10-05,SPCE,0P0001BP51,21.21999931335449,21.63999938964844,20.559999465942383,21.01000022888184,13252900.0,66.1621,0,True
2020-10-06,SPCE,0P0001BP51,21.270000457763672,22.530000686645508,20.799999237060547,21.030000686645508,23874500.0,66.1621,0,True
2020-10-07,SPCE,0P0001BP51,21.61000061035156,22.26000022888184,21.52199935913086,21.81999969482422,13066100.0,66.1621,0,True
2020-10-08,SPCE,0P0001BP51,22.450000762939453,22.540000915527344,21.549999237060547,22.09000015258789,10147700.0,66.1621,0,True
2020-10-09,SPCE,0P0001BP51,22.15999984741211,22.202999114990234,21.309999465942383,21.399999618530277,10078200.0,66.1621,0,True
2020-10-12,SPCE,0P0001BP51,21.5,21.5,20.549999237060547,20.56999969482422,8702400.0,66.1621,0,True
2020-10-13,SPCE,0P0001BP51,20.5,21.979999542236328,19.920000076293945,21.809999465942383,13081200.0,66.1621,0,True
2020-10-14,SPCE,0P0001BP51,21.8799991607666,21.950000762939453,20.979999542236328,21.32999992370605,8369800.0,66.1621,0,True
2020-10-15,SPCE,0P0001BP51,20.899999618530277,21.86000061035156,20.65999984741211,21.63999938964844,7764700.0,59.3251,0,True
2020-10-16,SPCE,0P0001BP51,22.0,23.399999618530277,21.8700008392334,22.440000534057617,23733400.0,59.3251,0,True
2020-10-19,SPCE,0P0001BP51,23.0,23.6200008392334,22.229999542236328,22.81999969482422,17276100.0,59.3251,0,True
2020-10-20,SPCE,0P0001BP51,22.90999984741211,24.3700008392334,22.652000427246094,23.030000686645508,25863800.0,59.3251,0,True
2020-10-21,SPCE,0P0001BP51,23.239999771118164,23.350000381469727,20.25,20.440000534057617,21009900.0,59.3251,0,True
2020-10-22,SPCE,0P0001BP51,20.63999938964844,21.299999237060547,20.5,20.729999542236328,8662300.0,59.3251,0,True
2020-10-23,SPCE,0P0001BP51,20.799999237060547,20.81999969482422,19.049999237060547,19.13999938964844,16148400.0,59.3251,0,True
2020-10-26,SPCE,0P0001BP51,19.0,19.239999771118164,17.90999984741211,18.31999969482422,12612000.0,59.3251,0,True
2020-10-27,SPCE,0P0001BP51,18.43000030517578,18.979999542236328,18.200000762939453,18.290000915527344,6046100.0,59.3251,0,True
2020-10-28,SPCE,0P0001BP51,17.979999542236328,18.149999618530277,17.329999923706055,17.479999542236328,8879200.0,59.3251,0,True
2020-10-29,SPCE,0P0001BP51,17.68000030517578,18.315000534057617,17.469999313354492,18.18000030517578,8614300.0,59.3251,0,True
2020-10-30,SPCE,0P0001BP51,18.1299991607666,18.1299991607666,17.020000457763672,17.420000076293945,8001900.0,68.675,0,True
2020-11-02,SPCE,0P0001BP51,17.43000030517578,18.190000534057617,17.139999389648438,17.65999984741211,9873300.0,68.675,0,True
2020-11-03,SPCE,0P0001BP51,17.889999389648438,18.670000076293945,17.679000854492188,18.450000762939453,8482300.0,68.675,0,True
2020-11-04,SPCE,0P0001BP51,18.489999771118164,18.809999465942383,17.850000381469727,18.030000686645508,7847300.0,68.675,0,True
2020-11-05,SPCE,0P0001BP51,18.25,19.170000076293945,18.030000686645508,19.170000076293945,11863500.0,68.675,0,True
2020-11-06,SPCE,0P0001BP51,20.0,20.200000762939453,18.3700008392334,19.030000686645508,13387800.0,68.675,0,True
2020-11-09,SPCE,0P0001BP51,20.0,21.3799991607666,19.34000015258789,20.450000762939453,14544900.0,68.675,0,True
2020-11-10,SPCE,0P0001BP51,20.770000457763672,20.93000030517578,19.11000061035156,20.46999931335449,9887200.0,68.675,0,True
2020-11-11,SPCE,0P0001BP51,20.88999938964844,22.3799991607666,20.600000381469727,21.940000534057617,12874000.0,68.675,0,True
2020-11-12,SPCE,0P0001BP51,21.450000762939453,22.25,20.88999938964844,21.6200008392334,9616700.0,68.675,0,True
2020-11-13,SPCE,0P0001BP51,22.020000457763672,22.350000381469727,21.1299991607666,22.270000457763672,7221900.0,69.6667,0,True
2020-11-16,SPCE,0P0001BP51,20.6299991607666,21.21999931335449,19.84000015258789,20.88999938964844,22589600.0,69.6667,0,True
2020-11-17,SPCE,0P0001BP51,20.81999969482422,21.600000381469727,20.3700008392334,21.350000381469727,9125200.0,69.6667,0,True
2020-11-18,SPCE,0P0001BP51,21.440000534057617,23.690000534057617,21.25,22.59000015258789,18616400.0,69.6667,0,True
2020-11-19,SPCE,0P0001BP51,23.149999618530277,24.34000015258789,22.780000686645508,24.049999237060547,14278500.0,69.6667,0,True
2020-11-20,SPCE,0P0001BP51,24.530000686645508,24.600000381469727,23.049999237060547,23.309999465942383,11245000.0,69.6667,0,True
2020-11-23,SPCE,0P0001BP51,23.61000061035156,25.39900016784668,23.5,24.90999984741211,13596600.0,69.6667,0,True
2020-11-24,SPCE,0P0001BP51,25.190000534057617,25.3799991607666,24.309999465942383,24.959999084472656,9158500.0,69.6667,0,True
2020-11-25,SPCE,0P0001BP51,24.75,27.799999237060547,24.6200008392334,27.100000381469727,18083200.0,69.6667,0,True
2020-11-27,SPCE,0P0001BP51,28.809999465942383,28.881999969482425,27.049999237060547,27.170000076293945,10939100.0,69.6667,0,True
2020-11-30,SPCE,0P0001BP51,27.57999992370605,28.040000915527344,25.31999969482422,26.61000061035156,12751100.0,58.7494,0,True
2020-12-01,SPCE,0P0001BP51,28.0,29.59000015258789,27.1200008392334,28.350000381469727,19013600.0,58.7494,0,True
