Date,Symbol,Finra Symbol,Open,High,Low,Close,Volume,Short Interest (%),PE Ratio
2020-01-31,GME,0P000002CH,3.910000085830689,3.940000057220459,3.829999923706055,3.839999914169312,2891700,276.3212,0
2020-02-03,GME,0P000002CH,3.880000114440918,3.9800000190734863,3.849999904632568,3.950000047683716,2025600,276.3212,0
2020-02-04,GME,0P000002CH,4.03000020980835,4.25,3.9700000286102295,4.070000171661377,3563100,276.3212,0
2020-02-05,GME,0P000002CH,4.150000095367432,4.409999847412109,4.139999866485596,4.179999828338623,2641700,276.3212,0
2020-02-06,GME,0P000002CH,4.199999809265137,4.300000190734863,4.139999866485596,4.139999866485596,1510300,276.3212,0
2020-02-07,GME,0P000002CH,4.110000133514404,4.130000114440918,3.7699999809265137,3.809999942779541,2742300,276.3212,0
2020-02-10,GME,0P000002CH,3.849999904632568,4.099999904632568,3.740000009536743,3.940000057220459,2777000,276.3212,0
2020-02-11,GME,0P000002CH,3.9800000190734863,4.239999771118164,3.950000047683716,4.019999980926514,3415000,276.3212,0
2020-02-12,GME,0P000002CH,4.130000114440918,4.510000228881836,4.070000171661377,4.190000057220459,4820600,276.3212,0
2020-02-13,GME,0P000002CH,4.119999885559082,4.260000228881836,4.070000171661377,4.110000133514404,2081700,276.3212,0
2020-02-14,GME,0P000002CH,4.110000133514404,4.190000057220459,4.019999980926514,4.019999980926514,1582700,311.2168,0
2020-02-18,GME,0P000002CH,4.010000228881836,4.079999923706055,3.9600000381469727,4.059999942779541,1467600,311.2168,0
2020-02-19,GME,0P000002CH,4.059999942779541,4.269999980926514,3.920000076293945,4.150000095367432,2593100,311.2168,0
2020-02-20,GME,0P000002CH,4.159999847412109,4.300000190734863,4.110000133514404,4.139999866485596,1562300,311.2168,0
2020-02-21,GME,0P000002CH,4.119999885559082,4.179999828338623,3.990000009536743,4.039999961853027,1695700,311.2168,0
2020-02-24,GME,0P000002CH,3.900000095367432,3.930000066757202,3.700000047683716,3.700000047683716,3566300,311.2168,0
2020-02-25,GME,0P000002CH,3.7699999809265137,3.7899999618530273,3.549999952316284,3.559999942779541,4447900,311.2168,0
2020-02-26,GME,0P000002CH,3.5799999237060547,3.619999885559082,3.359999895095825,3.390000104904175,4724800,311.2168,0
2020-02-27,GME,0P000002CH,3.2300000190734863,3.630000114440918,3.180000066757202,3.470000028610229,3879500,311.2168,0
2020-02-28,GME,0P000002CH,3.3399999141693115,3.7200000286102295,3.3399999141693115,3.5999999046325684,4692200,319.7222,0
2020-03-02,GME,0P000002CH,3.5999999046325684,3.849999904632568,3.390000104904175,3.829999923706055,3208400,319.7222,0
2020-03-03,GME,0P000002CH,3.880000114440918,3.890000104904175,3.5,3.630000114440918,4282500,319.7222,0
2020-03-04,GME,0P000002CH,3.7100000381469727,3.829999923706055,3.4600000381469727,3.7699999809265137,4257600,319.7222,0
2020-03-05,GME,0P000002CH,3.700000047683716,3.990000009536743,3.5899999141693115,3.9600000381469727,3599400,319.7222,0
2020-03-06,GME,0P000002CH,3.839999914169312,4.070000171661377,3.759999990463257,3.920000076293945,2096800,319.7222,0
2020-03-09,GME,0P000002CH,3.5899999141693115,3.9700000286102295,3.5,3.700000047683716,2732000,319.7222,0
2020-03-10,GME,0P000002CH,3.940000057220459,4.260000228881836,3.799999952316284,4.230000019073486,4863200,319.7222,0
2020-03-11,GME,0P000002CH,4.139999866485596,4.25,4.0,4.139999866485596,4414100,319.7222,0
2020-03-12,GME,0P000002CH,3.700000047683716,4.039999961853027,3.4800000190734863,3.9800000190734863,5123400,319.7222,0
2020-03-13,GME,0P000002CH,4.130000114440918,4.650000095367432,3.849999904632568,4.590000152587891,5787200,293.3631,0
2020-03-16,GME,0P000002CH,3.930000066757202,4.570000171661377,3.900000095367432,4.369999885559082,4866700,293.3631,0
2020-03-17,GME,0P000002CH,4.400000095367432,4.650000095367432,4.110000133514404,4.230000019073486,3562200,293.3631,0
2020-03-18,GME,0P000002CH,4.099999904632568,4.25,3.5,3.7699999809265137,3651700,293.3631,0
2020-03-19,GME,0P000002CH,3.7100000381469727,4.199999809265137,3.549999952316284,4.190000057220459,5039500,293.3631,0
2020-03-20,GME,0P000002CH,4.079999923706055,4.079999923706055,3.650000095367432,3.759999990463257,7722200,293.3631,0
2020-03-23,GME,0P000002CH,3.5799999237060547,3.859999895095825,3.5,3.809999942779541,6009800,293.3631,0
2020-03-24,GME,0P000002CH,3.950000047683716,4.210000038146973,3.890000104904175,4.159999847412109,6805600,293.3631,0
2020-03-25,GME,0P000002CH,4.150000095367432,4.489999771118164,4.039999961853027,4.170000076293945,3592100,293.3631,0
2020-03-26,GME,0P000002CH,4.239999771118164,4.710000038146973,4.239999771118164,4.409999847412109,6185700,293.3631,0
2020-03-27,GME,0P000002CH,4.940000057220459,5.090000152587891,4.150000095367432,4.21999979019165,7024800,293.3631,0
2020-03-30,GME,0P000002CH,4.21999979019165,4.269999980926514,3.650000095367432,3.650000095367432,3350600,293.3631,0
2020-03-31,GME,0P000002CH,3.630000114440918,3.799999952316284,3.5,3.5,2300900,255.4305,0
2020-04-01,GME,0P000002CH,3.450000047683716,3.490000009536743,3.119999885559082,3.25,4568700,255.4305,0
2020-04-02,GME,0P000002CH,3.259999990463257,3.3499999046325684,2.8499999046325684,2.8499999046325684,4064300,255.4305,0
2020-04-03,GME,0P000002CH,2.8499999046325684,2.940000057220459,2.569999933242798,2.799999952316284,3830400,255.4305,0
2020-04-06,GME,0P000002CH,2.859999895095825,3.200000047683716,2.8299999237060547,3.0899999141693115,3340500,255.4305,0
2020-04-07,GME,0P000002CH,3.390000104904175,3.440000057220459,3.0999999046325684,3.2699999809265137,2836900,255.4305,0
2020-04-08,GME,0P000002CH,3.2300000190734863,3.670000076293945,3.200000047683716,3.4100000858306885,2884500,255.4305,0
2020-04-09,GME,0P000002CH,3.5999999046325684,4.25,3.490000009536743,3.890000104904175,5908600,255.4305,0
2020-04-13,GME,0P000002CH,4.25,4.760000228881836,4.159999847412109,4.739999771118164,6844500,255.4305,0
2020-04-14,GME,0P000002CH,5.210000038146973,6.46999979019165,5.139999866485596,5.949999809265137,13506600,255.4305,0
2020-04-15,GME,0P000002CH,5.659999847412109,5.670000076293945,4.900000095367432,5.269999980926514,7499900,268.4365,0
2020-04-16,GME,0P000002CH,5.119999885559082,5.440000057220459,4.880000114440918,5.03000020980835,3371900,268.4365,0
2020-04-17,GME,0P000002CH,5.21999979019165,5.28000020980835,4.429999828338623,4.880000114440918,5653200,268.4365,0
2020-04-20,GME,0P000002CH,4.849999904632568,5.900000095367432,4.78000020980835,5.610000133514404,6085000,268.4365,0
2020-04-21,GME,0P000002CH,5.230000019073486,5.300000190734863,4.760000228881836,4.78000020980835,4142100,268.4365,0
